date,timestamp,minimum spectral radiance at 3.9 µm,maximum spectral radiance at 3.9 µm,mean spectral radiance at 3.9 µm
23/08/2015 22:30,1.44037E+12,0.18285,0.334412,0.248527
23/08/2015 22:45,1.44037E+12,0.185255,0.34163,0.248046
23/08/2015 23:00,1.44037E+12,0.187661,0.334412,0.24564
23/08/2015 23:15,1.44037E+12,0.185255,0.332007,0.242152
23/08/2015 23:30,1.44037E+12,0.18285,0.334412,0.243715
23/08/2015 23:45,1.44037E+12,0.187661,0.332007,0.238062
24/08/2015 00:00,1.44037E+12,0.18285,0.336818,0.236979
24/08/2015 00:15,1.44038E+12,0.180444,0.334412,0.236258
24/08/2015 00:30,1.44038E+12,0.187661,0.346441,0.240347
24/08/2015 00:45,1.44038E+12,0.185255,0.35847,0.242031
24/08/2015 01:00,1.44038E+12,0.180444,0.356064,0.243956
24/08/2015 01:15,1.44038E+12,0.180444,0.356064,0.247565
24/08/2015 01:30,1.44038E+12,0.178038,0.348847,0.247685
24/08/2015 01:45,1.44038E+12,0.175632,0.344035,0.244798
24/08/2015 02:00,1.44038E+12,0.178038,0.344035,0.243354
24/08/2015 02:15,1.44038E+12,0.175632,0.34163,0.243715
24/08/2015 02:30,1.44038E+12,0.178038,0.332007,0.242753
24/08/2015 02:45,1.44038E+12,0.18285,0.37531,0.255022
24/08/2015 03:00,1.44039E+12,0.18285,0.413802,0.273667
24/08/2015 03:15,1.44039E+12,0.185255,0.445077,0.292191
24/08/2015 03:30,1.44039E+12,0.194878,0.4547,0.295439
24/08/2015 03:45,1.44039E+12,0.194878,0.452294,0.292673
24/08/2015 04:00,1.44039E+12,0.209313,0.457106,0.2958
24/08/2015 04:15,1.44039E+12,0.214125,0.4547,0.306987
24/08/2015 04:30,1.44039E+12,0.228559,0.457106,0.324429
24/08/2015 04:45,1.44039E+12,0.228559,0.464323,0.322143
24/08/2015 05:00,1.44039E+12,0.242994,0.445077,0.322023
24/08/2015 05:15,1.44039E+12,0.259834,0.430643,0.324669
24/08/2015 05:30,1.44039E+12,0.274269,0.416208,0.337299
24/08/2015 05:45,1.4404E+12,0.281486,0.406585,0.33766
24/08/2015 06:30,1.4404E+12,0.305543,0.433048,0.356666
24/08/2015 06:45,1.4404E+12,0.319978,0.396962,0.355583
24/08/2015 07:00,1.4404E+12,0.332007,0.408991,0.370138
24/08/2015 07:15,1.4404E+12,0.329601,0.411397,0.379039
24/08/2015 07:30,1.4404E+12,0.344035,0.413802,0.390707
24/08/2015 07:45,1.4404E+12,0.360876,0.430643,0.396361
24/08/2015 08:00,1.4404E+12,0.377716,0.440266,0.40009
24/08/2015 08:15,1.4404E+12,0.37531,0.447483,0.403698
24/08/2015 08:30,1.44041E+12,0.382528,0.473946,0.417291
24/08/2015 08:45,1.44041E+12,0.387339,0.493192,0.431004
24/08/2015 09:00,1.44041E+12,0.399368,0.512438,0.45049
24/08/2015 09:15,1.44041E+12,0.392151,0.488381,0.444957
24/08/2015 09:30,1.44041E+12,0.396962,0.50041,0.455663
24/08/2015 09:45,1.44041E+12,0.408991,0.51725,0.460955
24/08/2015 10:00,1.44041E+12,0.396962,0.531684,0.460835
